pos	mean_rec	L95	U95	contig
107577	0.34597	0.32469	0.37316	Chromosome
107712	0.34597	0.32469	0.37316	Chromosome
107811	0.34597	0.32469	0.37316	Chromosome
107887	0.34597	0.32469	0.37316	Chromosome
108186	0.34597	0.32469	0.37316	Chromosome
108235	0.34597	0.32469	0.37316	Chromosome
108278	0.34597	0.32469	0.37316	Chromosome
108332	0.34597	0.32469	0.37316	Chromosome
108468	0.34597	0.32469	0.37316	Chromosome
108633	0.34597	0.32469	0.37316	Chromosome
108647	0.34597	0.32469	0.37316	Chromosome
108727	0.34597	0.32469	0.37316	Chromosome
108864	0.34597	0.32469	0.37316	Chromosome
109114	0.34597	0.32469	0.37316	Chromosome
109140	0.34597	0.32469	0.37316	Chromosome
109144	0.34597	0.32469	0.37316	Chromosome
109366	0.34597	0.32469	0.37316	Chromosome
109479	0.34597	0.32469	0.37316	Chromosome
109518	0.34597	0.32469	0.37316	Chromosome
109687	0.34597	0.32469	0.37316	Chromosome
109723	0.34597	0.32469	0.37316	Chromosome
109789	0.34597	0.32469	0.37316	Chromosome
109837	0.34597	0.32469	0.37316	Chromosome
109864	0.34597	0.32469	0.37316	Chromosome
109885	0.34597	0.32469	0.37316	Chromosome
109939	0.34597	0.32469	0.37316	Chromosome
109984	0.34597	0.32469	0.37316	Chromosome
110149	0.34597	0.32469	0.37316	Chromosome
110368	0.34597	0.32469	0.37316	Chromosome
110515	0.34597	0.32469	0.37316	Chromosome
110533	0.34597	0.32469	0.37316	Chromosome
110551	0.34597	0.32469	0.37316	Chromosome
110581	0.34597	0.32469	0.37316	Chromosome
110635	0.34597	0.32469	0.37316	Chromosome
110668	0.34597	0.32469	0.37316	Chromosome
110680	0.34597	0.32469	0.37316	Chromosome
110995	0.34597	0.32469	0.37316	Chromosome
111223	0.34597	0.32469	0.37316	Chromosome
111378	0.34597	0.32469	0.37316	Chromosome
111400	0.34597	0.32469	0.37316	Chromosome
111460	0.34597	0.32469	0.37316	Chromosome
111475	0.34597	0.32469	0.37316	Chromosome
111508	0.34597	0.32469	0.37316	Chromosome
111562	0.34597	0.32469	0.37316	Chromosome
111726	0.34597	0.32469	0.37316	Chromosome
111769	0.34597	0.32469	0.37316	Chromosome
111861	0.34597	0.32469	0.37316	Chromosome
112156	0.34597	0.32469	0.37316	Chromosome
112207	0.34597	0.32469	0.37316	Chromosome
112216	0.34597	0.32469	0.37316	Chromosome
112371	0.34597	0.32469	0.37316	Chromosome
112428	0.34597	0.32469	0.37316	Chromosome
112525	0.34597	0.32462	0.37316	Chromosome
112550	0.34597	0.32462	0.37316	Chromosome
112575	0.34597	0.32462	0.37316	Chromosome
112617	0.34597	0.32462	0.37316	Chromosome
112653	0.34597	0.32462	0.37316	Chromosome
112733	0.34597	0.32462	0.37316	Chromosome
112845	0.34597	0.32462	0.37316	Chromosome
112909	0.34295	0.32199	0.37316	Chromosome
112945	0.33229	0.03043	0.37293	Chromosome
112969	0.23900	0.00237	0.37131	Chromosome
112975	0.09456	0.00083	0.36123	Chromosome
112999	0.03672	0.00061	0.34126	Chromosome
113008	0.02742	0.00060	0.08523	Chromosome
113025	0.02448	0.00058	0.07671	Chromosome
113209	0.02254	0.00058	0.07239	Chromosome
113393	0.02217	0.00058	0.07154	Chromosome
113553	0.02181	0.00058	0.07130	Chromosome
113638	0.02181	0.00058	0.07130	Chromosome
113685	0.02181	0.00058	0.07130	Chromosome
113853	0.02181	0.00058	0.07130	Chromosome
113908	0.02181	0.00058	0.07130	Chromosome
113969	0.03002	0.00058	0.08341	Chromosome
113994	0.20399	0.00123	0.63694	Chromosome
114003	0.56091	0.04123	0.71019	Chromosome
114022	0.58789	0.49965	0.71170	Chromosome
114034	0.59306	0.50667	0.71170	Chromosome
114058	0.59306	0.50667	0.71170	Chromosome
114109	0.59306	0.50667	0.71170	Chromosome
114259	0.59306	0.50667	0.71170	Chromosome
114262	0.59306	0.50667	0.71170	Chromosome
114267	0.59306	0.50667	0.71170	Chromosome
114284	0.59306	0.50667	0.71170	Chromosome
114332	0.59306	0.50667	0.71170	Chromosome
114355	0.59306	0.50667	0.71170	Chromosome
114428	0.59306	0.50667	0.71170	Chromosome
114438	0.59306	0.50667	0.71170	Chromosome
114505	0.59306	0.50667	0.71170	Chromosome
114520	0.59306	0.50667	0.71170	Chromosome
114684	0.59306	0.50667	0.71170	Chromosome
114745	0.59306	0.50667	0.71170	Chromosome
114785	0.59306	0.50667	0.71170	Chromosome
114821	0.59306	0.50667	0.71170	Chromosome
114835	0.59306	0.50667	0.71170	Chromosome
114956	0.59306	0.50667	0.71170	Chromosome
114978	0.59306	0.50667	0.71170	Chromosome
114983	0.59306	0.50667	0.71170	Chromosome
115024	0.59306	0.50667	0.71170	Chromosome
115049	0.59306	0.50667	0.71170	Chromosome
115061	0.59306	0.50667	0.71170	Chromosome
115066	0.59306	0.50667	0.71170	Chromosome
115127	0.59306	0.50667	0.71170	Chromosome
115182	0.58508	0.48612	0.71170	Chromosome
115258	0.27081	0.13673	0.62055	Chromosome
115310	0.20012	0.13149	0.50903	Chromosome
115321	0.19039	0.13124	0.25272	Chromosome
115345	0.18940	0.13124	0.25098	Chromosome
115518	0.18940	0.13124	0.25098	Chromosome
115579	0.18940	0.13124	0.25098	Chromosome
115622	0.18940	0.13124	0.25098	Chromosome
115637	0.18940	0.13124	0.25098	Chromosome
115775	0.18940	0.13124	0.25098	Chromosome
115819	0.18940	0.13124	0.25098	Chromosome
116033	0.18940	0.13124	0.25098	Chromosome
116150	0.18940	0.13124	0.25098	Chromosome
116187	0.18940	0.13124	0.25098	Chromosome
116267	0.18940	0.13124	0.25098	Chromosome
116300	0.18940	0.13124	0.25098	Chromosome
116326	0.18940	0.13124	0.25098	Chromosome
116338	0.18939	0.13124	0.25098	Chromosome
116384	0.18939	0.13124	0.25098	Chromosome
116391	0.18939	0.13124	0.25098	Chromosome
116411	0.18939	0.13124	0.25098	Chromosome
116459	0.18980	0.13124	0.25136	Chromosome
116462	0.19082	0.13155	0.25201	Chromosome
116540	0.20992	0.13529	0.30120	Chromosome
116693	0.24546	0.14139	1.04150	Chromosome
116972	0.24874	0.14139	1.05775	Chromosome
117017	0.25834	0.14150	1.08660	Chromosome
117311	0.30803	0.14502	1.42040	Chromosome
117326	0.40955	0.14784	1.56098	Chromosome
117380	0.77109	0.15143	2.12909	Chromosome
117383	1.29741	0.16614	2.61882	Chromosome
117427	1.75868	0.94782	3.13245	Chromosome
117473	1.75946	0.94863	3.13245	Chromosome
117644	1.75946	0.94863	3.13245	Chromosome
117657	1.59546	0.00004	2.99585	Chromosome
117704	0.00008	0.00001	0.00025	Chromosome
117705	0.00008	0.00001	0.00025	Chromosome
117708	0.00008	0.00001	0.00025	Chromosome
117717	0.00008	0.00001	0.00025	Chromosome
117732	0.00008	0.00001	0.00025	Chromosome
117801	0.00008	0.00001	0.00025	Chromosome
117828	0.00008	0.00001	0.00025	Chromosome
117855	0.00008	0.00001	0.00025	Chromosome
117873	0.00008	0.00001	0.00025	Chromosome
117880	0.00008	0.00001	0.00025	Chromosome
117889	0.00008	0.00001	0.00025	Chromosome
117890	0.00008	0.00001	0.00025	Chromosome
117920	0.00008	0.00001	0.00025	Chromosome
117922	0.00008	0.00001	0.00025	Chromosome
117928	0.00008	0.00001	0.00025	Chromosome
117932	0.00008	0.00001	0.00025	Chromosome
117937	0.00008	0.00001	0.00025	Chromosome
117945	0.00008	0.00001	0.00025	Chromosome
117947	0.00008	0.00001	0.00025	Chromosome
117966	0.00008	0.00001	0.00025	Chromosome
117981	0.00008	0.00001	0.00025	Chromosome
117992	0.00008	0.00001	0.00025	Chromosome
117996	0.00008	0.00001	0.00025	Chromosome
118002	0.00008	0.00001	0.00025	Chromosome
118020	0.00008	0.00001	0.00025	Chromosome
118026	0.00008	0.00001	0.00025	Chromosome
118050	0.00008	0.00001	0.00025	Chromosome
118051	0.00008	0.00001	0.00025	Chromosome
118053	0.00008	0.00001	0.00025	Chromosome
118055	0.00008	0.00001	0.00025	Chromosome
118059	0.00008	0.00001	0.00025	Chromosome
118103	0.00008	0.00001	0.00025	Chromosome
118112	0.00008	0.00001	0.00025	Chromosome
118122	0.00008	0.00001	0.00025	Chromosome
118132	0.00008	0.00001	0.00025	Chromosome
118140	0.00008	0.00001	0.00025	Chromosome
118154	0.00008	0.00001	0.00025	Chromosome
118177	0.00008	0.00001	0.00025	Chromosome
118197	0.00008	0.00001	0.00025	Chromosome
118213	0.00008	0.00001	0.00025	Chromosome
118228	0.00008	0.00001	0.00025	Chromosome
118238	0.00008	0.00001	0.00025	Chromosome
118269	0.00008	0.00001	0.00025	Chromosome
118285	0.00008	0.00001	0.00025	Chromosome
118288	0.00008	0.00001	0.00025	Chromosome
118296	0.00008	0.00001	0.00025	Chromosome
118298	0.00008	0.00001	0.00025	Chromosome
118332	0.00008	0.00001	0.00025	Chromosome
118335	0.00008	0.00001	0.00025	Chromosome
118361	0.00008	0.00001	0.00025	Chromosome
118379	0.00008	0.00001	0.00025	Chromosome
118420	0.00008	0.00001	0.00025	Chromosome
118435	0.00008	0.00001	0.00025	Chromosome
118444	0.00008	0.00001	0.00025	Chromosome
118474	0.00008	0.00001	0.00025	Chromosome
118479	0.00008	0.00001	0.00025	Chromosome
118483	0.00008	0.00001	0.00025	Chromosome
118519	0.00008	0.00001	0.00025	Chromosome
118537	0.00008	0.00001	0.00025	Chromosome
118623	0.00008	0.00001	0.00025	Chromosome
118630	0.00008	0.00001	0.00025	Chromosome
118654	0.00008	0.00001	0.00025	Chromosome
118655	0.00008	0.00001	0.00025	Chromosome
118663	0.00008	0.00001	0.00025	Chromosome
118690	0.00008	0.00001	0.00025	Chromosome
118696	0.00008	0.00001	0.00025	Chromosome
118708	0.00008	0.00001	0.00025	Chromosome
118714	0.00008	0.00001	0.00025	Chromosome
118715	0.00008	0.00001	0.00025	Chromosome
118729	0.00008	0.00001	0.00025	Chromosome
118744	0.00008	0.00001	0.00025	Chromosome
118783	0.00008	0.00001	0.00025	Chromosome
118787	0.00008	0.00001	0.00025	Chromosome
118793	0.00008	0.00001	0.00025	Chromosome
118796	0.00008	0.00001	0.00025	Chromosome
118817	0.00008	0.00001	0.00025	Chromosome
118840	0.00008	0.00001	0.00025	Chromosome
118870	0.00008	0.00001	0.00025	Chromosome
118892	0.00008	0.00001	0.00025	Chromosome
118904	0.00008	0.00001	0.00025	Chromosome
118906	0.00008	0.00001	0.00025	Chromosome
118944	0.00008	0.00001	0.00025	Chromosome
118962	0.00008	0.00001	0.00025	Chromosome
118988	0.00008	0.00001	0.00025	Chromosome
118994	0.00008	0.00001	0.00025	Chromosome
119026	0.00008	0.00001	0.00025	Chromosome
119035	0.00008	0.00001	0.00025	Chromosome
119043	0.00008	0.00001	0.00025	Chromosome
119063	0.00008	0.00001	0.00025	Chromosome
119074	0.00008	0.00001	0.00025	Chromosome
119078	0.00008	0.00001	0.00025	Chromosome
119093	0.00008	0.00001	0.00025	Chromosome
119117	0.00008	0.00001	0.00025	Chromosome
119129	0.00008	0.00001	0.00025	Chromosome
119149	0.00008	0.00001	0.00025	Chromosome
119160	0.00008	0.00001	0.00025	Chromosome
119161	0.00008	0.00001	0.00025	Chromosome
119171	0.00008	0.00001	0.00025	Chromosome
119174	0.00008	0.00001	0.00025	Chromosome
119183	0.00008	0.00001	0.00025	Chromosome
119221	0.00008	0.00001	0.00025	Chromosome
119236	0.00008	0.00001	0.00025	Chromosome
119245	0.00008	0.00001	0.00025	Chromosome
119255	0.00008	0.00001	0.00025	Chromosome
119281	0.00008	0.00001	0.00025	Chromosome
119284	0.00008	0.00001	0.00025	Chromosome
119288	0.00008	0.00001	0.00025	Chromosome
119317	0.00008	0.00001	0.00025	Chromosome
119333	0.00008	0.00001	0.00025	Chromosome
119345	0.00008	0.00001	0.00025	Chromosome
119348	0.00008	0.00001	0.00025	Chromosome
119381	0.00008	0.00001	0.00025	Chromosome
119398	0.00008	0.00001	0.00025	Chromosome
119399	0.00008	0.00001	0.00025	Chromosome
119459	0.00008	0.00001	0.00025	Chromosome
119479	0.00008	0.00001	0.00025	Chromosome
119480	0.00008	0.00001	0.00025	Chromosome
119488	0.00008	0.00001	0.00025	Chromosome
119498	0.00040	0.00001	0.00026	Chromosome
119516	0.00529	0.00001	0.08285	Chromosome
119519	0.01268	0.00001	0.08672	Chromosome
119549	0.01438	0.00001	0.08837	Chromosome
119564	0.01476	0.00001	0.08936	Chromosome
119567	0.01476	0.00001	0.08936	Chromosome
119599	0.01495	0.00001	0.08936	Chromosome
119603	0.01495	0.00001	0.08936	Chromosome
119615	0.01509	0.00001	0.08957	Chromosome
119641	0.01516	0.00001	0.08957	Chromosome
119642	0.01815	0.00001	0.09090	Chromosome
119666	0.85604	0.07955	1.10851	Chromosome
119696	0.03845	0.00046	0.08936	Chromosome
119705	0.03821	0.00046	0.08872	Chromosome
119718	0.03806	0.00046	0.08796	Chromosome
119720	0.03807	0.00046	0.08791	Chromosome
119738	0.03824	0.00046	0.08791	Chromosome
119771	0.03896	0.00046	0.08791	Chromosome
119783	0.04088	0.00052	0.08787	Chromosome
119800	0.04711	0.00062	0.08837	Chromosome
119810	0.05984	0.00157	0.09120	Chromosome
119840	0.07044	0.00406	0.09276	Chromosome
119843	0.07671	0.01069	0.09388	Chromosome
119879	0.08049	0.06256	0.09459	Chromosome
119882	0.08285	0.06603	0.09573	Chromosome
119966	0.08188	0.06625	0.09531	Chromosome
119996	0.08170	0.06614	0.09527	Chromosome
120074	0.08165	0.06614	0.09513	Chromosome
120083	0.08165	0.06614	0.09513	Chromosome
120131	0.08165	0.06614	0.09513	Chromosome
120140	0.08165	0.06614	0.09513	Chromosome
120200	0.08165	0.06614	0.09513	Chromosome
120209	0.08165	0.06614	0.09513	Chromosome
120284	0.08165	0.06614	0.09513	Chromosome
120311	0.08165	0.06614	0.09513	Chromosome
120336	0.08165	0.06614	0.09513	Chromosome
120353	0.08161	0.06614	0.09488	Chromosome
120359	0.08152	0.06606	0.09478	Chromosome
120425	0.08149	0.06603	0.09478	Chromosome
120455	0.08149	0.06603	0.09478	Chromosome
120512	0.08149	0.06603	0.09478	Chromosome
120542	0.08149	0.06603	0.09478	Chromosome
120560	0.08149	0.06603	0.09478	Chromosome
120580	0.08149	0.06603	0.09478	Chromosome
120604	0.08146	0.06603	0.09474	Chromosome
120652	0.08146	0.06603	0.09474	Chromosome
120693	0.08146	0.06603	0.09474	Chromosome
120701	0.08140	0.06603	0.09469	Chromosome
120707	0.08140	0.06603	0.09469	Chromosome
120787	0.08135	0.06603	0.09459	Chromosome
120790	0.08126	0.06584	0.09454	Chromosome
120807	0.08121	0.06584	0.09454	Chromosome
120831	0.08118	0.06578	0.09454	Chromosome
120887	0.08118	0.06578	0.09454	Chromosome
120921	0.08118	0.06578	0.09454	Chromosome
120926	0.08151	0.06578	0.09474	Chromosome
120927	0.08523	0.06578	0.09854	Chromosome
120940	0.08913	0.06578	0.26471	Chromosome
120941	0.09969	0.06584	0.32995	Chromosome
120957	0.13125	0.06614	0.39840	Chromosome
121012	0.22120	0.06807	0.50834	Chromosome
121013	0.44141	0.08371	0.93118	Chromosome
121059	0.44971	0.26762	0.95141	Chromosome
121187	0.44794	0.26765	0.94574	Chromosome
121271	0.44514	0.26723	0.93118	Chromosome
121282	0.41202	0.21635	0.59962	Chromosome
121283	0.41134	0.21599	0.59812	Chromosome
121287	0.41134	0.21599	0.59812	Chromosome
121290	0.41155	0.21635	0.59812	Chromosome
121311	0.41177	0.21793	0.59812	Chromosome
121316	0.44622	0.25996	0.70196	Chromosome
121351	0.31591	0.00030	0.53065	Chromosome
121372	0.07797	0.00007	0.37878	Chromosome
121380	0.00479	0.00005	0.00839	Chromosome
121393	0.00197	0.00005	0.00722	Chromosome
121395	0.00197	0.00005	0.00722	Chromosome
121399	0.00197	0.00005	0.00722	Chromosome
121418	0.00197	0.00005	0.00722	Chromosome
121425	0.00197	0.00005	0.00722	Chromosome
121431	0.00197	0.00005	0.00722	Chromosome
121463	0.00197	0.00005	0.00722	Chromosome
121472	0.00197	0.00005	0.00722	Chromosome
121506	0.00197	0.00005	0.00722	Chromosome
121530	0.00197	0.00005	0.00722	Chromosome
121575	0.00197	0.00005	0.00722	Chromosome
121587	0.00197	0.00005	0.00722	Chromosome
121608	0.00197	0.00005	0.00722	Chromosome
121629	0.00197	0.00005	0.00722	Chromosome
121635	0.00197	0.00005	0.00722	Chromosome
121653	0.00197	0.00005	0.00722	Chromosome
121662	0.00197	0.00005	0.00722	Chromosome
121674	0.00197	0.00005	0.00722	Chromosome
121719	0.00197	0.00005	0.00722	Chromosome
121741	0.00197	0.00005	0.00722	Chromosome
121766	0.00197	0.00005	0.00722	Chromosome
121787	0.00197	0.00005	0.00722	Chromosome
121916	0.00197	0.00005	0.00722	Chromosome
121964	0.00389	0.00005	0.00792	Chromosome
121971	0.01303	0.00005	0.28336	Chromosome
121984	0.01723	0.00005	0.29019	Chromosome
121985	2.40802	0.30287	3.68266	Chromosome
121990	0.26460	0.18777	1.19468	Chromosome
122024	0.22349	0.18777	0.29941	Chromosome
122055	0.22011	0.18777	0.28948	Chromosome
122066	0.21992	0.18777	0.28929	Chromosome
122078	0.21992	0.18777	0.28929	Chromosome
122105	0.21992	0.18777	0.28929	Chromosome
122172	0.21992	0.18777	0.28929	Chromosome
122173	0.21992	0.18777	0.28929	Chromosome
122177	0.21992	0.18777	0.28929	Chromosome
122288	0.21992	0.18777	0.28929	Chromosome
122326	0.21992	0.18777	0.28929	Chromosome
122401	0.21992	0.18777	0.28929	Chromosome
122458	0.21992	0.18777	0.28929	Chromosome
122461	0.21992	0.18777	0.28929	Chromosome
122599	0.21992	0.18777	0.28929	Chromosome
122824	0.21992	0.18777	0.28929	Chromosome
122887	0.21992	0.18777	0.28929	Chromosome
122892	0.21992	0.18777	0.28929	Chromosome
123007	0.21973	0.18758	0.28903	Chromosome
123068	0.21844	0.18334	0.28259	Chromosome
123070	0.21035	0.11459	0.25750	Chromosome
123127	0.20538	0.10870	0.25054	Chromosome
123132	0.20410	0.10828	0.24876	Chromosome
123169	0.20372	0.10766	0.24834	Chromosome
123187	0.20365	0.10766	0.24834	Chromosome
123198	0.20356	0.10765	0.24834	Chromosome
123211	0.20356	0.10765	0.24834	Chromosome
123219	0.20356	0.10765	0.24834	Chromosome
123250	0.20356	0.10765	0.24834	Chromosome
123277	0.20356	0.10765	0.24834	Chromosome
123295	0.20356	0.10765	0.24834	Chromosome
123378	0.20336	0.10730	0.24833	Chromosome
123459	0.20139	0.10113	0.24833	Chromosome
123573	0.17908	0.01112	0.24344	Chromosome
123598	0.08718	0.00125	0.23026	Chromosome
123606	0.04705	0.00092	0.21251	Chromosome
123676	0.03254	0.00078	0.15268	Chromosome
123680	0.02903	0.00078	0.12587	Chromosome
123683	0.02831	0.00078	0.12458	Chromosome
123736	0.02821	0.00077	0.12457	Chromosome
123772	0.02821	0.00077	0.12457	Chromosome
123828	0.02821	0.00077	0.12457	Chromosome
123832	0.02821	0.00077	0.12457	Chromosome
123833	0.02821	0.00077	0.12457	Chromosome
123897	0.02821	0.00077	0.12457	Chromosome
123901	0.02821	0.00077	0.12457	Chromosome
123962	0.02821	0.00077	0.12457	Chromosome
123975	0.02821	0.00077	0.12457	Chromosome
123982	12.43701	6.63981	17.32227	Chromosome
124068	2.24976	0.36705	8.91247	Chromosome
124208	0.41992	0.35452	0.48809	Chromosome
124289	0.41992	0.35452	0.48809	Chromosome
124311	0.41992	0.35452	0.48809	Chromosome
124326	0.41992	0.35452	0.48809	Chromosome
124347	0.41992	0.35452	0.48809	Chromosome
124349	0.41992	0.35452	0.48809	Chromosome
124500	0.41992	0.35452	0.48809	Chromosome
124598	0.41992	0.35452	0.48809	Chromosome
124599	0.41992	0.35452	0.48809	Chromosome
124600	0.41992	0.35452	0.48809	Chromosome
124638	0.41928	0.35440	0.48740	Chromosome
124668	0.41928	0.35440	0.48740	Chromosome
124707	0.41928	0.35440	0.48740	Chromosome
124710	0.41928	0.35440	0.48740	Chromosome
124752	0.41928	0.35440	0.48740	Chromosome
124773	0.41912	0.35337	0.48664	Chromosome
124785	0.41912	0.35337	0.48664	Chromosome
124827	0.41912	0.35337	0.48664	Chromosome
124832	0.41912	0.35337	0.48664	Chromosome
124858	0.41912	0.35337	0.48664	Chromosome
124948	0.41912	0.35337	0.48664	Chromosome
125068	0.41912	0.35337	0.48664	Chromosome
125209	0.41912	0.35337	0.48664	Chromosome
125260	0.41912	0.35337	0.48664	Chromosome
125272	0.41912	0.35337	0.48664	Chromosome
125398	0.41912	0.35337	0.48664	Chromosome
125447	0.41912	0.35337	0.48664	Chromosome
125451	0.41912	0.35337	0.48664	Chromosome
125744	0.41912	0.35337	0.48664	Chromosome
125777	0.41912	0.35337	0.48664	Chromosome
125815	0.41912	0.35337	0.48664	Chromosome
125834	0.41912	0.35337	0.48664	Chromosome
125844	0.41912	0.35337	0.48664	Chromosome
125915	0.41918	0.35337	0.48664	Chromosome
125929	0.41918	0.35337	0.48664	Chromosome
126107	0.41918	0.35337	0.48664	Chromosome
126152	0.41918	0.35337	0.48664	Chromosome
126214	0.41918	0.35337	0.48664	Chromosome
126225	0.41918	0.35337	0.48664	Chromosome
126314	0.41918	0.35337	0.48664	Chromosome
126320	0.41918	0.35337	0.48664	Chromosome
126321	0.41974	0.35452	0.48779	Chromosome
126342	0.42018	0.35519	0.48873	Chromosome
126395	0.42018	0.35519	0.48873	Chromosome
126424	0.42032	0.35519	0.48947	Chromosome
126460	0.42047	0.35651	0.48961	Chromosome
126673	0.42047	0.35651	0.48961	Chromosome
126739	0.42084	0.35651	0.49013	Chromosome
126745	0.42105	0.35651	0.49084	Chromosome
126778	0.42128	0.35651	0.49086	Chromosome
126874	0.42165	0.35671	0.49200	Chromosome
126978	0.42193	0.35671	0.49203	Chromosome
126994	0.42193	0.35671	0.49203	Chromosome
127234	0.42193	0.35671	0.49203	Chromosome
127282	0.42046	0.35321	0.49203	Chromosome
127362	0.41350	0.32747	0.49086	Chromosome
127390	0.36902	0.08966	0.47934	Chromosome
127454	0.23565	0.05871	0.45854	Chromosome
127512	0.13320	0.05498	0.42812	Chromosome
127583	0.10768	0.05489	0.38464	Chromosome
127614	0.09666	0.05462	0.13167	Chromosome
127711	0.09446	0.05437	0.12890	Chromosome
127877	0.09430	0.05437	0.12857	Chromosome
127883	0.09430	0.05437	0.12857	Chromosome
127927	0.09430	0.05437	0.12857	Chromosome
127928	0.09430	0.05437	0.12857	Chromosome
127956	0.09430	0.05437	0.12857	Chromosome
127970	0.09430	0.05437	0.12857	Chromosome
128053	0.09430	0.05437	0.12857	Chromosome
128104	0.09425	0.05418	0.12847	Chromosome
128168	0.09425	0.05418	0.12847	Chromosome
128171	0.09425	0.05418	0.12847	Chromosome
128177	0.09425	0.05418	0.12847	Chromosome
128204	0.09425	0.05418	0.12847	Chromosome
128248	0.09425	0.05418	0.12847	Chromosome
128252	0.09425	0.05418	0.12847	Chromosome
128330	0.09425	0.05418	0.12847	Chromosome
128402	0.09425	0.05418	0.12847	Chromosome
128417	0.09425	0.05418	0.12847	Chromosome
128501	0.09425	0.05418	0.12847	Chromosome
128535	0.09425	0.05418	0.12847	Chromosome
128611	0.09425	0.05418	0.12847	Chromosome
128627	0.09425	0.05418	0.12847	Chromosome
128717	0.09425	0.05418	0.12847	Chromosome
128817	0.09425	0.05418	0.12847	Chromosome
128903	0.09425	0.05418	0.12847	Chromosome
128926	0.09425	0.05418	0.12847	Chromosome
128963	0.09435	0.05418	0.12857	Chromosome
129027	0.09606	0.05437	0.13238	Chromosome
129038	0.10619	0.05539	0.27476	Chromosome
129041	0.12542	0.05936	0.28810	Chromosome
129050	0.13705	0.06366	0.29249	Chromosome
129155	0.14358	0.07047	0.29401	Chromosome
129425	0.14828	0.07761	0.29468	Chromosome
129464	0.15107	0.08044	0.29647	Chromosome
129527	0.15301	0.08202	0.29678	Chromosome
129541	0.15369	0.08231	0.29799	Chromosome
129605	0.15480	0.08295	0.29882	Chromosome
129788	0.15554	0.08341	0.29985	Chromosome
129812	0.15588	0.08341	0.30030	Chromosome
129892	0.15616	0.08354	0.30057	Chromosome
130133	0.15627	0.08354	0.30057	Chromosome
130185	0.15627	0.08354	0.30057	Chromosome
130416	0.15627	0.08354	0.30057	Chromosome
130667	0.15703	0.08354	0.30243	Chromosome
130877	0.16187	0.08358	0.31162	Chromosome
130971	0.17895	0.08443	0.59579	Chromosome
131149	0.23632	0.08542	0.76579	Chromosome
131271	0.33226	0.08933	0.90594	Chromosome
131658	0.42069	0.09187	0.99636	Chromosome
131765	0.64326	0.25556	1.07221	Chromosome
131923	0.64458	0.25590	1.07221	Chromosome
132110	0.65313	0.25840	1.07595	Chromosome
132248	0.65352	0.25853	1.07595	Chromosome
132273	0.65352	0.25853	1.07595	Chromosome
132377	0.65352	0.25853	1.07595	Chromosome
132652	0.65352	0.25853	1.07595	Chromosome
132715	0.65307	0.25840	1.07595	Chromosome
132976	0.64706	0.25696	1.07595	Chromosome
133042	0.53395	0.24497	1.03031	Chromosome
133230	0.41043	0.23891	0.94712	Chromosome
133237	0.32454	0.23661	0.78373	Chromosome
133264	0.29214	0.23478	0.66813	Chromosome
133306	0.27716	0.23460	0.58791	Chromosome
133450	0.26766	0.23422	0.34870	Chromosome
133474	0.26273	0.23422	0.30524	Chromosome
133549	0.26154	0.23422	0.30057	Chromosome
133621	0.26140	0.23422	0.30030	Chromosome
133755	0.26124	0.23422	0.29985	Chromosome
133810	0.26119	0.23422	0.29919	Chromosome
133954	0.26119	0.23422	0.29919	Chromosome
134035	0.26119	0.23422	0.29919	Chromosome
134071	0.26119	0.23422	0.29919	Chromosome
134266	0.26139	0.23422	0.29919	Chromosome
134532	0.26139	0.23422	0.29919	Chromosome
134542	0.26127	0.23422	0.29882	Chromosome
134604	0.26081	0.23422	0.29799	Chromosome
134665	0.26058	0.23422	0.29677	Chromosome
134906	0.26053	0.23422	0.29677	Chromosome
135129	0.26041	0.23408	0.29663	Chromosome
135172	0.26024	0.23408	0.29573	Chromosome
135202	0.26024	0.23408	0.29573	Chromosome
135411	0.26019	0.23408	0.29555	Chromosome
135489	0.26019	0.23408	0.29555	Chromosome
135603	0.26019	0.23408	0.29555	Chromosome
135687	0.26019	0.23408	0.29555	Chromosome
135696	0.26019	0.23408	0.29555	Chromosome
135747	0.26019	0.23408	0.29555	Chromosome
135765	0.26019	0.23408	0.29555	Chromosome
135807	0.26019	0.23408	0.29555	Chromosome
135927	0.26019	0.23408	0.29555	Chromosome
135973	0.26019	0.23408	0.29555	Chromosome
136024	0.26019	0.23408	0.29555	Chromosome
136081	0.26019	0.23408	0.29555	Chromosome
136137	0.26019	0.23408	0.29555	Chromosome
136273	0.26019	0.23408	0.29555	Chromosome
136484	0.26019	0.23408	0.29555	Chromosome
136495	0.26019	0.23408	0.29555	Chromosome
136582	0.26019	0.23408	0.29555	Chromosome
136606	0.26019	0.23408	0.29555	Chromosome
136726	0.26019	0.23408	0.29555	Chromosome
136729	0.26019	0.23408	0.29555	Chromosome
136975	0.26019	0.23408	0.29555	Chromosome
137167	0.26019	0.23408	0.29555	Chromosome
137170	0.26019	0.23408	0.29555	Chromosome
137176	0.26019	0.23408	0.29555	Chromosome
137200	0.26019	0.23408	0.29555	Chromosome
137415	0.26019	0.23408	0.29555	Chromosome
137463	0.26019	0.23408	0.29555	Chromosome
137646	0.26019	0.23408	0.29555	Chromosome
137746	0.26019	0.23408	0.29555	Chromosome
137796	0.26019	0.23408	0.29555	Chromosome
138476	0.26019	0.23408	0.29555	Chromosome
138502	0.26019	0.23408	0.29555	Chromosome
138525	0.26019	0.23408	0.29555	Chromosome
